id,sector,category,question_ar,answer_ar
EG-RES-0163,real_estate,unit_availability,شقة بحر في الساحل متوفرة؟,شقق البحر اقل توفر في الصيف. بنحاول نوفرلك. الاسعار من 4 لـ 8 مليون. تحب المعاينة؟
EG-RES-0164,real_estate,unit_availability,شقة فيلا في الشيخ زايد متوفرة؟,عندنا تشكيلة فلل في الشيخ زايد. المساحات من 300 لـ 500 متر. الاسعار من 6 لـ 12 مليون. تحب المعاينة؟
EG-RES-0165,real_estate,unit_availability,شقة دور اخير فيلر، في توفر؟,الدور الاخير اقل توفر. الاسعار اغلى بـ 15%. اكتب الكمبوند وهتأكدلك. تحب المعاينة؟
EG-RES-0166,real_estate,unit_availability,شقة في رحاب متوفرة؟,عندنا تشكيلة شقق في رحاب. المساحات من 100 لـ 180 متر. الاسعار من 1.5 لـ 2.5 مليون. تحب المعاينة؟
EG-RES-0167,real_estate,unit_availability,شقة في التجمع الخامس متوفرة؟,عندنا تشكيلة شقق في التجمع. المساحات من 90 لـ 200 متر. الاسعار من 1.3 لـ 3.5 مليون. تحب المعاينة؟
EG-RES-0168,real_estate,unit_availability,شقة في كمبوند محدد، اكتب اسمه.,اكتب اسم الكمبوند وهتأكدلك التوفر. بعض الكمبوندات بنوفر فيها شقق، تانية لأ. تحب المعاينة؟
EG-RES-0169,real_estate,unit_availability,شقة 150 متر في 6 اكتوبر متوفرة؟,عندنا تشكيلة شقق 150 متر في 6 اكتوبر. الاسعار من 2 لـ 3 مليون. تحب المعاينة؟
EG-RES-0170,real_estate,unit_availability,شقة في العاصمة الادارية متوفرة؟,عندنا شقق في العاصمة R7 و R5. المساحات من 100 لـ 180 متر. الاسعار من 2 لـ 4 مليون. تحب المعاينة؟
EG-RES-0171,real_estate,compound_info,كمبوند المروج فين بالظبط؟,كمبوند المروج في التجمع الخامس، شارع التسعين الشمالي. المساحات من 100 لـ 250 متر. الاسعار من 1.5 لـ 4 مليون. تحب المعاينة؟
EG-RES-0172,real_estate,compound_info,كمبوند بالم هيلز فين؟,بالم هيلز في الشيخ زايد. مساحات شقق وفلل. الاسعار من 2 لـ 15 مليون حسب الوحدة. تحب الزيارة؟
EG-RES-0173,real_estate,compound_info,كمبوند ميفيد فين؟,ميفيد في التجمع الخامس، شارع التسعين. مساحات شقق من 100 لـ 200 متر. الاسعار من 2 لـ 4 مليون. تحب المعاينة؟
EG-RES-0174,real_estate,compound_info,كمبوند هايد بارك فين؟,هايد بارك في التجمع الخامس. مساحات شقق وفلل. الاسعار من 1.8 لـ 12 مليون. تحب الزيارة؟
EG-RES-0175,real_estate,compound_info,كمبوند مراسي فين؟,مراسي في الساحل الشمالي، سيدي عبد الرحمن. شاليهات وفلل. الاسعار من 3 لـ 20 مليون. تحب الزيارة؟
EG-RES-0176,real_estate,compound_info,كمبوند قرطاج فين؟,قرطاج في التجمع الخامس. مساحات شقق من 120 لـ 250 متر. الاسعار من 2.5 لـ 5 مليون. تحب المعاينة؟
EG-RES-0177,real_estate,compound_info,كمبوند بارك فيو فين؟,بارك فيو في التجمع الخامس. مساحات شقق من 100 لـ 180 متر. الاسعار من 1.8 لـ 3.5 مليون. تحب المعاينة؟
EG-RES-0178,real_estate,compound_info,كمبوند رحاب فين؟,رحاب في التجمع الخامس. مساحات شقق من 100 لـ 200 متر. الاسعار من 1.5 لـ 3 مليون. تحب المعاينة؟
EG-RES-0179,real_estate,compound_info,كمبوند حدائق التبان فين؟,حدائق التبان في التجمع الخامس. مساحات شقق من 100 لـ 180 متر. الاسعار من 1.5 لـ 2.8 مليون. تحب المعاينة؟
EG-RES-0180,real_estate,compound_info,كمبوند دار فؤاد فين؟,دار فؤاد في 6 اكتوبر. مساحات شقق وفلل. الاسعار من 1.8 لـ 8 مليون. تحب الزيارة؟
EG-RES-0181,real_estate,handover_date,تسليم الشقة امتى بعد التعاقد؟,التسليم القياسي بعد سنتين من التعاقد. لو التشطيب الكامل بياخد 6 شهور زيادة. تحب نحددلك المعاد بالظبط؟
EG-RES-0182,real_estate,handover_date,التسليم اتأجل، اعمل ايه؟,ابعتلنا رقم العقد وهنراجع. لو التأخير من جانبنا بنعوضك 0.5% شهري من قيمة الشقة. تحب نوضحلك؟
EG-RES-0183,real_estate,handover_date,عايز اتسلم بدري، ممكن؟,ممكن يا فندم لو الشقة جاهزة. بس بيكون فيه رسوم تسليم بدري 5000 جنيه. تحب نوضحلك؟
EG-RES-0184,real_estate,handover_date,التسليم اللوحة الحمرا، امتى؟,التسليم اللوحة الحمرا بعد سنتين من التعاقد. لو حابب تشطب بنفسك تقدر تستلم اللوحة الحمرا. تحب التفاصيل؟
EG-RES-0185,real_estate,handover_date,التسليم الكامل، امتى؟,التسليم الكامل بعد سنتين و6 شهور من التعاقد. التشطيب بياخد 6 شهور بعد اللوحة الحمرا. تحب التفاصيل؟
EG-RES-0186,real_estate,handover_date,عايز اتسلم في معاد محدد، ممكن؟,التسليم في المعاد المكتوب في العقد. لو حابب معاد محدد لازم نتفق عليه قبل التعاقد. تحب نوضحلك؟
EG-RES-0187,real_estate,handover_date,التسليم، يكون فيه معاينة؟,ايوه يا فندم، فيه معاينة قبل التسليم. تقدر تشوف الشقة وتعترض لو فيه ملاحظات. بنصلحها قبل التسليم النهائي.
EG-RES-0188,real_estate,handover_date,عايز اتاخر في التسليم، ممكن؟,ممكن يا فندم لـ 3 شهور بدون رسوم. فوق كده بنطبق رسوم تخزين 1000 جنيه شهري. تحب التفاصيل؟
EG-RES-0189,real_estate,handover_date,التسليم، يبقى الشقة جاهزة؟,ايوه يا فندم، الشقة بتسلم جاهزة حسب التشطيب المتفق عليه. لو اللوحة الحمرا تبقى جدران مشطوبة. لو كامل تبقى جاهزة للسكن.
EG-RES-0190,real_estate,handover_date,عايز اعرف معاد التسليم بدقة.,افتح تطبيقنا > حسابي > العقد. هتلاقي معاد التسليم المتوقع. او كلم خدمة العملاء وهنبعتلك التفاصيل.
EG-RES-0191,real_estate,maintenance_fees,رسوم الصيانة السنوية بـ كام؟,رسوم الصيانة السنوية بـ 50 جنيه للمتر. مثلا الشقة 150 متر، الرسوم 7500 جنيه سنوي. بتدفع في بداية السنة. تحب التفاصيل؟
EG-RES-0192,real_estate,maintenance_fees,الصيانة بتشمل ايه؟,الصيانة بتشمل التنظيف، الامن، الحدائق، المصاعد، الانارة العامة. ما بتشمل اصلاحات داخل الشقة. تحب نوضحلك؟
EG-RES-0193,real_estate,maintenance_fees,عايز اتاخر في دفع الصيانة، ممكن؟,للأسف مينفعش. الصيانة بتدفع سنوي. لو اتاخرت بنطبق غرامة 10%. لو عدى 6 شهور بنوقف الخدمات. تحب نوضحلك؟
EG-RES-0194,real_estate,maintenance_fees,الصيانة، تتغير سنويًا؟,ممكن تتغير بنسبة 5-10% سنويًا حسب التضخم. بنعلن عن التغيير قبل بداية السنة. تحب التفاصيل؟
EG-RES-0195,real_estate,maintenance_fees,عايز اعرف تفاصيل الصيانة.,افتح تطبيقنا > حسابي > الصيانة. هتلاقي كل التفاصيل. او كلم خدمة العملاء وهنبعتلك كشف. تحب التفاصيل؟
EG-RES-0196,real_estate,maintenance_fees,الصيانة، تتدفع كاش ولا تحويل؟,بنقبل الكاش في المكتب، التحويل البنكي، او الشيك. الكاش لحد 50 الف فوق كده تحويل. تحب التفاصيل؟
EG-RES-0197,real_estate,maintenance_fees,الصيانة، لو الشقة مؤجرة بتدفع من مين؟,الصيانة بتدفع من المالك مش المستاجر. لو المؤجر دفعها بيخصمها من الايجار. تحب نوضحلك؟
EG-RES-0198,real_estate,maintenance_fees,عايز اعترض على رسوم الصيانة.,ابعتلنا اعتراضك كتابيًا وهنراجع. لو فيه سبب وجيه بنخفض الرسوم. تحب التفاصيل؟
EG-RES-0199,real_estate,maintenance_fees,الصيانة، تشمل الردini؟,لا يا فندم، الصيانة بتشمل المنطقة المشتركة بس. داخل الشقة من حسابك. تحب نوضحلك؟
EG-RES-0200,real_estate,maintenance_fees,الصيانة، تتدفع قبل التسليم؟,لا يا فندم، الصيانة بتدفع بعد التسليم. السنة الاولى مجانية من الشركة. بعد كده بتدفع سنوي. تحب التفاصيل؟
EG-RES-0201,real_estate,parking,الموقف بـ كام جنيه؟,الموقف القياسي بيكون مشمول في الشقة. لو حابب موقف اضافي بـ 100 الف جنيه. تحب التفاصيل؟
EG-RES-0202,real_estate,parking,عايز موقف مغطى، ممكن؟,الموقف المغطى بـ 150 الف جنيه. اقل توفر من المكشوف. تحب نوضحلك؟
EG-RES-0203,real_estate,parking,الموقف، يبقى قريب من الشقة؟,ايوه يا فندم، الموقف بيبقى قريب من مدخل العمارة. لو حابب قريب اكتر بـ 20 الف زيادة. تحب التفاصيل؟
EG-RES-0204,real_estate,parking,عايز موقفين، ممكن؟,ايوه يا فندم، تقدر تشتري موقفين. التاني بـ 100 الف جنيه. تحب التفاصيل؟
EG-RES-0205,real_estate,parking,الموقف، يتأجر؟,ايوه يا فندم، تقدر تؤجر الموقف بـ 500 جنيه شهري. بس لازم موافقة الإدارة. تحب التفاصيل؟
EG-RES-0206,real_estate,parking,عايز موقف للفيلا، في؟,الفلل بتيجي مع موقف مغطى لـ سيارتين. لو حابب اكتر بـ 150 الف جنيه. تحب التفاصيل؟
EG-RES-0207,real_estate,parking,الموقف، يبقى باسمي؟,ايوه يا فندم، الموقف بيسجل في العقد باسمك. مفيش حد يقدر يستخدمه بدون اذنك. تحب نوضحلك؟
EG-RES-0208,real_estate,parking,عايز ابيع الموقف، ممكن؟,ايوه يا فندم، تقدر تبيع الموقف لجارك. بس لازم موافقة الإدارة. تحب التفاصيل؟
EG-RES-0209,real_estate,parking,الموقف، يبقى رقم محدد؟,ايوه يا فندم، كل موقف بيبقى رقم محدد. الرقم بيتسجل في العقد. تحب نوضحلك؟
EG-RES-0210,real_estate,parking,عايز موقف للزوار، في؟,ايوه يا فندم، فيه مواقف للزوار في كل كمبوند. مجانية لـ 2 ساعة. فوق كده بـ 20 جنيه. تحب التفاصيل؟
EG-RES-0211,real_estate,utilities_connection,المياه والكهرباء، تتفصل امتى؟,المياه والكهرباء بتتفصل بعد التسليم. بنوفرلك العدادات. الاشتراك بيتم باسمك. تحب التفاصيل؟
EG-RES-0212,real_estate,utilities_connection,الغاز، يتوفر في الكمبوند؟,ايوه يا فندم، الغاز متوفر في اغلب الكمبوندات. الاشتراك بـ 5000 جنيه. التركيب بـ 3000 جنيه. تحب التفاصيل؟
EG-RES-0213,real_estate,utilities_connection,التليفون الارضي، يتوفر؟,ايوه يا فندم، التليفون الارضي متوفر. الاشتراك بـ 500 جنيه. التركيب بـ 200 جنيه. تحب التفاصيل؟
EG-RES-0214,real_estate,utilities_connection,النت (fiber)، يتوفر؟,ايوه يا فندم، الـ fiber متوفر في اغلب الكمبوندات. الاشتراك شهري بـ 500-1000 جنيه. تحب التفاصيل؟
EG-RES-0215,real_estate,utilities_connection,الكهرباء، العداد بـ كام امبير؟,العداد القياسي 32 امبير. لو حابب 64 امبير بـ 2000 جنيه زيادة. تحب التفاصيل؟
EG-RES-0216,real_estate,utilities_connection,المياه، العداد بـ كام؟,عداد المياه بـ 500 جنيه. بيكون باسمك. الاستهلاك بيتسجل شهري. تحب التفاصيل؟
EG-RES-0217,real_estate,utilities_connection,الغاز، العداد بـ كام؟,عداد الغاز بـ 1000 جنيه. بيكون باسمك. الاستهلاك بيتسجل شهري. تحب التفاصيل؟
EG-RES-0218,real_estate,utilities_connection,الكهرباء، تتدفع شهري ولا ربعي؟,الكهرباء بتدفع شهري. الفاتورة بتيجي في اول الشهر. بتدفع لـ 20. لو عدى بيتطبق غرامة. تحب التفاصيل؟
EG-RES-0219,real_estate,utilities_connection,المياه، تتدفع امتى؟,المياه بتدفع ربعي. الفاتورة بتيجي كل 3 شهور. بتدفع في خلال 15 يوم. تحب التفاصيل؟
EG-RES-0220,real_estate,utilities_connection,الغاز، يتدفع امتى؟,الغاز بتدفع شهري. الفاتورة بتيجي مع الكهرباء. بتدفع لـ 20. تحب التفاصيل؟
EG-RES-0221,real_estate,mortgage,القرض العقاري متاح في الشقق؟,ايوه يا فندم، البنك العقاري بيقدم قروض لـ 80% من قيمة الشقة. الفائدة 8-12% سنوي. المدة لـ 20 سنة. تحب نوضحلك؟
EG-RES-0222,real_estate,mortgage,القرض العقاري، الشروط ايه؟,الشروط: دخل شهري 15 الف على الاقل، سن 21-60، ملف ضريبي. القرض بـ 80% من القيمة. الفائدة 8-12%. تحب التفاصيل؟
EG-RES-0223,real_estate,mortgage,عايز قرض عقاري بـ 1 مليون، الشروط؟,لـ قرض 1 مليون لازم دخل شهري 25 الف على الاقل. المدة لـ 20 سنة. القسط الشهري حوالي 9000 جنيه بفائدة 10%. تحب التفاصيل؟
EG-RES-0224,real_estate,mortgage,القرض العقاري، البنوك المتاحة؟,بنك التعمير والاسكان، بنك مصر، البنك الاهلي، CIB. كل بنك شروطه. تحب نوضحلك؟
EG-RES-0225,real_estate,mortgage,القرض، ياخد وقت قد ايه؟,القرض بياخد من 30 لـ 60 يوم من تقديم الطلب. لازم تقدم كل الاوراق. تحب نوضحلك القائمة؟
EG-RES-0226,real_estate,mortgage,القرض، يترجع في اي وقت؟,ايوه يا فندم، تقدر تخدم القرض بدري بدون رسوم. بس لازم تبلغ البنك قبلها بشهر. تحب التفاصيل؟
EG-RES-0227,real_estate,mortgage,القرض، يخصم من الراتب؟,ايوه يا فندم، القرض بيتخصم من الراتب شهري. البنك بياخد موافقة كتابية من جهة عملك. تحب التفاصيل؟
EG-RES-0228,real_estate,mortgage,القرض، يتاخذ لـ فيلا؟,ايوه يا فندم، القرض متاح لـ فيلا برضو. بس الفيلا اغلى فالقرض اكبر. الشروط زي الشقق. تحب التفاصيل؟
EG-RES-0229,real_estate,mortgage,القرض، يقدم لـ استثمار؟,للأسف البنك العقاري بيقبل قروض السكن بس. الاستثمار مينفعش. بس في بنوك تانية بتقدم. تحب نوضحلك؟
EG-RES-0230,real_estate,mortgage,القرض، يتاخذ لـ شقة بمليونين؟,لـ قرض 1.6 مليون (80% من 2 مليون) لازم دخل شهري 40 الف. المدة لـ 20 سنة. القسط 14500 جنيه. تحب التفاصيل؟
EG-RES-0231,real_estate,commercial_unit,عايز محل تجاري في التجمع.,عندنا محلات تجارية في شارع التسعين. مساحات من 50 لـ 300 متر. الاسعار من 3 لـ 15 مليون. تحب المعاينة؟
EG-RES-0232,real_estate,commercial_unit,عايز مكتب في الشيخ زايد.,عندنا مكاتب في الشيخ زايد. مساحات من 50 لـ 200 متر. الاسعار من 2 لـ 8 مليون. تحب المعاينة؟
EG-RES-0233,real_estate,commercial_unit,عايز عيادة في مدينة نصر.,عندنا عيادات في مدينة نصر. مساحات من 40 لـ 100 متر. الاسعار من 2 لـ 5 مليون. تحب المعاينة؟
EG-RES-0234,real_estate,commercial_unit,عايز محل في مول.,عندنا محلات في مول العرب و مول مصر. مساحات من 30 لـ 200 متر. الاسعار من 4 لـ 20 مليون. تحب المعاينة؟
EG-RES-0235,real_estate,commercial_unit,عايز مستودع في 6 اكتوبر.,عندنا مستودعات في 6 اكتوبر. مساحات من 100 لـ 500 متر. الاسعار من 1 لـ 5 مليون. تحب المعاينة؟
EG-RES-0236,real_estate,commercial_unit,عايز مصنع في العبور.,عندنا مصانع في العبور. مساحات من 500 لـ 2000 متر. الاسعار من 5 لـ 30 مليون. تحب المعاينة؟
EG-RES-0237,real_estate,commercial_unit,عايز محل في وسط البلد.,عندنا محلات في وسط البلد. مساحات من 50 لـ 200 متر. الاسعار من 3 لـ 12 مليون. تحب المعاينة؟
EG-RES-0238,real_estate,commercial_unit,عايز مكتب في العاصمة الادارية.,عندنا مكاتب في العاصمة. مساحات من 50 لـ 200 متر. الاسعار من 3 لـ 10 مليون. تحب المعاينة؟
EG-RES-0239,real_estate,commercial_unit,عايز عيادة في المعادي.,عندنا عيادات في المعادي. مساحات من 40 لـ 100 متر. الاسعار من 3 لـ 8 مليون. تحب المعاينة؟
EG-RES-0240,real_estate,commercial_unit,عايز محل في مول العرب.,عندنا محلات في مول العرب. مساحات من 30 لـ 200 متر. الاسعار من 4 لـ 20 مليون. تحب المعاينة؟
EG-RES-0241,real_estate,shop_rent,عايز ايجار محل في التجمع.,عندنا محلات ايجار في التجمع. مساحات من 50 لـ 200 متر. الايجارات من 20 لـ 100 الف شهري. العقد سنة بمقدم 3 شهر. تحب المعاينة؟
EG-RES-0243,real_estate,shop_rent,عايز ايجار عيادة في مدينة نصر.,عندنا عيادات ايجار في مدينة نصر. مساحات من 40 لـ 100 متر. الايجارات من 15 لـ 40 الف شهري. تحب المعاينة؟
EG-RES-0244,real_estate,shop_rent,عايز ايجار محل في مول.,عندنا محلات ايجار في مول العرب و مول مصر. الايجارات من 50 لـ 200 الف شهري. تحب المعاينة؟
EG-RES-0245,real_estate,shop_rent,عايز ايجار مستودع في 6 اكتوبر.,عندنا مستودعات ايجار في 6 اكتوبر. مساحات من 100 لـ 500 متر. الايجارات من 8 لـ 30 الف شهري. تحب المعاينة؟
EG-RES-0246,real_estate,shop_rent,عايز ايجار محل في وسط البلد.,عندنا محلات ايجار في وسط البلد. الايجارات من 30 لـ 100 الف شهري. تحب المعاينة؟
EG-RES-0247,real_estate,shop_rent,عايز ايجار مكتب في العاصمة الادارية.,عندنا مكاتب ايجار في العاصمة. الايجارات من 20 لـ 60 الف شهري. تحب المعاينة؟
EG-RES-0248,real_estate,shop_rent,عايز ايجار عيادة في المعادي.,عندنا عيادات ايجار في المعادي. الايجارات من 20 لـ 50 الف شهري. تحب المعاينة؟
EG-RES-0249,real_estate,shop_rent,عايز ايجار محل في مول العرب.,عندنا محلات ايجار في مول العرب. الايجارات من 50 لـ 200 الف شهري. تحب المعاينة؟
EG-RES-0250,real_estate,shop_rent,عايز ايجار محل، الميزانية 20 الف شهري.,عندنا محلات ايجار بـ 20 الف شهري في 6 اكتوبر و الشروق. مساحات من 50 لـ 80 متر. تحب المعاينة؟
EG-RES-0251,real_estate,beach_chalet,عايز شاليه في الساحل، بكام؟,عندنا شاليهات في مراسي وسيدي. مساحات من 80 لـ 150 متر. الاسعار من 3 لـ 8 مليون. تحب المعاينة؟
EG-RES-0253,real_estate,beach_chalet,عايز شاليه في العين السخنة.,عندنا شاليهات في العين السخنة. مساحات من 80 لـ 130 متر. الاسعار من 1.5 لـ 3 مليون. تحب المعاينة؟
EG-RES-0254,real_estate,beach_chalet,عايز شاليه في رأس سدر.,عندنا شاليهات في رأس سدر. مساحات من 80 لـ 120 متر. الاسعار من 1.2 لـ 2.5 مليون. تحب المعاينة؟
EG-RES-0255,real_estate,beach_chalet,عايز شاليه في الساحل، بحر مباشر.,شاليهات بحر مباشر اغلى. الاسعار من 5 لـ 12 مليون. مساحات من 100 لـ 200 متر. تحب المعاينة؟
EG-RES-0256,real_estate,beach_chalet,عايز شاليه في الساحل، بميزانية 4 مليون.,عندنا شاليهات بـ 4 مليون في سيدي ومراسي. مساحات من 90 لـ 110 متر. تحب المعاينة؟
EG-RES-0257,real_estate,beach_chalet,عايز شاليه في الساحل، الصيف فقط.,شاليهات الصيف اغلى. الايجار من 30 لـ 80 الف شهري. للبيع من 4 لـ 10 مليون. تحب المعاينة؟
EG-RES-0258,real_estate,beach_chalet,عايز شاليه في الساحل، مكون من طابقين.,عندنا شاليهات دورين في مراسي. مساحات من 150 لـ 250 متر. الاسعار من 6 لـ 12 مليون. تحب المعاينة؟
EG-RES-0259,real_estate,beach_chalet,عايز شاليه في الساحل، فيه حمام سباحة.,شاليهات بحمام سباحة خاصة اغلى. الاسعار من 8 لـ 15 مليون. مساحات من 150 لـ 250 متر. تحب المعاينة؟
EG-RES-0260,real_estate,beach_chalet,عايز شاليه في الساحل، استثمار.,شاليهات الساحل استثمار ممتاز. الارباح السنوية 10-15%. تحب نعرضلك خيارات؟
EG-RES-0261,real_estate,sale_inquiry,عايز شقة في القاهرة الجديدة بميزانية 1.8 مليون.,عندنا خيارات في التجمع الخامس و بيت الوطن. مساحات من 100 لـ 130 متر. الاسعار من 1.6 لـ 2 مليون. تحب المعاينة؟
EG-RES-0262,real_estate,sale_inquiry,عايز فيلا توين هاوس في كمبوند.,عندنا توين هاوس في بالم هيلز وهايد بارك. مساحات من 200 لـ 250 متر. الاسعار من 4 لـ 7 مليون. تحب المعاينة؟
EG-RES-0263,real_estate,sale_inquiry,عايز شقة في الشيخ زايد بميزانية 2.5 مليون.,عندنا شقق في الشيخ زايد. مساحات من 120 لـ 150 متر. الاسعار من 2.2 لـ 2.8 مليون. تحب المعاينة؟
EG-RES-0264,real_estate,rent_inquiry,عايز ايجار شقة في الزمالك بميزانية 15 الف شهري.,عندنا شقق ايجار في الزمالك بميزانيتك. مساحات من 100 لـ 130 متر. العقد سنة بمقدم 2 شهر. تحب المعاينة؟
EG-RES-0265,real_estate,rent_inquiry,عايز ايجار شاليه في الساحل لاسبوعين.,عندنا شاليهات ايجار يومي في الساحل. الاسعار من 1500 لـ 5000 جنيه يومي. الحد الادنى اسبوع. تحب التفاصيل؟
EG-RES-0266,real_estate,viewing_appointment,عايز اعاين شقة في كمبوند بعد كدة بكام يوم؟,اكتب المعاد وهتأكدلك. المعاينات من 10 لـ 6. لو المعاد محجوز نحددلك اقرب معاد بديل. تحب نحدد؟
EG-RES-0267,real_estate,reservation_fee,حجزت شقة بس عايز احجز تانية برضو، ممكن؟,تقدر يا فندم. كل شقة بحجزها 50 الف جنيه. لو تعاقدت على الاتنين المبلغين بيدخلوا في المقدم. لو واحده بس التاني بيرجع.
EG-RES-0268,real_estate,down_payment,المقدم 25% على مشروع التسليم سنة، ليه اكبر؟,المشاريع بتسليم سنة بتطلب مقدم اكبر علشان قرب التسليم. تسليم 3 سنين بـ 15% مقدم. تحب نعرضلك خيارات؟
EG-RES-0269,real_estate,installment_schedule,الاقساط، اقدر اطلب تعديل في المعاد؟,ممكن يا فندم بس قبل ما يبدأ الجدول. بعد ما يبدأ مينفعش. تحب نوضحلك؟
EG-RES-0270,real_estate,finishing_options,التشطيب، اقدر اشطب بنفسي بعد التسليم؟,ايوه يا فندم، تقدر تشطب بنفسي بعد التسليم اللوحة الحمرا. بس لازم موافقة الإدارة على التعديلات. تحب التفاصيل؟
EG-RES-0271,real_estate,contract_terms,العقد بيشمل ضمان العيوب الخفية؟,ايوه يا فندم، العقد بيشمل ضمان العيوب الخفية لـ سنة بعد التسليم. بنصلحها مجانًا. تحب التفاصيل؟
EG-RES-0272,real_estate,handover_date,التسليم، يكون فيه كشف نهائي؟,ايوه يا فندم، فيه كشف نهائي قبل التسليم. تقدر تعترض على اي ملاحظات. بنصلحها قبل التسليم النهائي.
EG-RES-0273,real_estate,maintenance_fees,الصيانة، تتدفع قبل التسليم ولا بعده؟,الصيانة بتدفع بعد التسليم. السنة الاولى مجانية. بعد كده بتدفع سنوي في بداية السنة. تحب التفاصيل؟
EG-RES-0274,real_estate,compound_info,كمبوند في التجمع الخامس قريب من التسعين؟,عندنا كمبوندات قريبة من شارع التسعين: ميفيد، قرطاج، هايد بارك. الاسعار من 2 لـ 5 مليون. تحب المعاينة؟
EG-RES-0275,real_estate,utilities_connection,الكهرباء، لازم اشترك بنفسي؟,ايوه يا فندم، بتشترك بنفسي بعد التسليم. بنوفرلك العداد. الاشتراك بـ 2000 جنيه. تحب التفاصيل؟
EG-RES-0276,real_estate,mortgage,القرض العقاري، يخصم من قيمة الشقة؟,ايوه يا فندم، القرض بـ 80% من قيمة الشقة. العميل بيدفع المقدم 20% والبنك بيدفع 80%. تحب التفاصيل؟
EG-RES-0277,real_estate,commercial_unit,عايز محل تجاري في مول مصر.,عندنا محلات في مول مصر. مساحات من 50 لـ 200 متر. الاسعار من 5 لـ 25 مليون. تحب المعاينة؟
EG-RES-0278,real_estate,shop_rent,عايز ايجار محل في مول مصر.,عندنا محلات ايجار في مول مصر. الايجارات من 50 لـ 200 الف شهري. تحب المعاينة؟
EG-RES-0279,real_estate,beach_chalet,عايز شاليه في العين السخنة بميزانية 2 مليون.,عندنا شاليهات بـ 2 مليون في العين السخنة. مساحات من 90 لـ 120 متر. تحب المعاينة؟
EG-RES-0280,real_estate,sale_inquiry,عايز شقة في كمبوند في الشيخ زايد، الميزانية 3 مليون.,عندنا شقق في كمبوند بالم هيلز وهايد بارك بميزانيتك. مساحات من 130 لـ 160 متر. تحب المعاينة؟
EG-RES-0281,real_estate,rent_inquiry,عايز ايجار فيلا في التجمع الخامس.,عندنا فلل ايجار في التجمع. مساحات من 250 لـ 400 متر. الايجارات من 30 لـ 60 الف شهري. تحب المعاينة؟
EG-RES-0282,real_estate,viewing_appointment,عايز اعاين فيلا بكرة الصبح.,ايوه يا فندم، المعاينة من 10 الصبح. حدد المعاد. ابعتلنا رقمك وهنتصل بيك. المعاينة بتاخد 45 دقيقة.
EG-RES-0283,real_estate,reservation_fee,الحجز بـ 50 الف، يرجع لو ماجتش الشقة؟,ايوه يا فندم، المبلغ بيرجع بالكامل لو ما قدرناش نوفرك الشقة. بس ده بيحصل نادر. تحب التفاصيل؟
EG-RES-0284,real_estate,down_payment,المقدم، اقدر ادفعه على دفعتين؟,ايوه يا فندم، تقدر تدفع المقدم على دفعتين. نص وقت التعاقد، نص بعد 3 شهور. بس الشقة مبتتحجزش الا بعد ما المقدم يخلص كامل.
EG-RES-0285,real_estate,installment_schedule,الاقساط، تتوقف في فترة التسليم؟,لا يا فندم، الاقساط بتكمل حتى لو التسليم اتأجل. التسليم بيوعد في عقد منفصل. الاقساط بتدفع حسب الجدول.
EG-RES-0286,real_estate,finishing_options,التشطيب الكامل، بيشمل اثاث؟,للأسف التشطيب الكامل بدون اثاث. الاثاث منفصل بـ 200 لـ 500 الف حسب الفخامة. تحب نعرضلك خيارات؟
EG-RES-0287,real_estate,contract_terms,العقد بيشمل شرط عدم المنافسة؟,للأسف مفيش شرط عدم منافسة في عقود السكن. ده موجود في عقود تجارية بس. تحب نوضحلك؟
EG-RES-0288,real_estate,handover_date,التسليم، يكون فيه مفاتيح جديدة؟,ايوه يا فندم، بنسلمك مفاتيح جديدة مع الشقة. كل الابواب بتكون قفلها جديد. تحب التفاصيل؟
EG-RES-0289,real_estate,maintenance_fees,الصيانة، بتشمل الصيانة الطارئة؟,ايوه يا فندم، بتشمل الصيانة الطارئة في المناطق المشتركة. داخل الشقة من حسابك. تحب نوضحلك؟
EG-RES-0290,real_estate,compound_info,كمبوند في 6 اكتوبر قريب من محور 26 يوليو؟,عندنا كمبوندات في 6 اكتوبر قريبة من محور 26 يوليو: بالم هيلز، هايد بارك. الاسعار من 2 لـ 8 مليون. تحب المعاينة؟
EG-RES-0291,real_estate,utilities_connection,المياه، بتتفصل قبل التسليم؟,ايوه يا فندم، المياه بتتفصل قبل التسليم. العداد بيبقى جاهز. الاشتراك بيتم باسمك بعد التسليم. تحب التفاصيل؟
EG-RES-0292,real_estate,mortgage,القرض العقاري، يقدم لـ اجانب؟,للأسف البنوك المصرية بتقدم قروض للمصريين بس. الاجانب يقدروا يشتروا كاش. تحب نوضحلك؟
EG-RES-0293,real_estate,commercial_unit,عايز مكتب في وسط البلد.,عندنا مكاتب في وسط البلد. مساحات من 50 لـ 200 متر. الاسعار من 2 لـ 8 مليون. تحب المعاينة؟
EG-RES-0294,real_estate,shop_rent,عايز ايجار عيادة في الزمالك.,عندنا عيادات ايجار في الزمالك. الايجارات من 25 لـ 60 الف شهري. تحب المعاينة؟
EG-RES-0295,real_estate,beach_chalet,عايز شاليه في الساحل، تسليم فوري.,عندنا شاليهات جاهزة في مراسي. مساحات من 100 لـ 150 متر. الاسعار من 5 لـ 9 مليون. تحب المعاينة؟
